raw_event,sample_count,phase,anchor,seconds_from_anchor
"Cycle 1 Day 5 Arm B",28,ON_TREATMENT,CYCLE_1,345600
"Implant Month 29",28,PROCEDURE,,
"MAINT C9 DAY 1",28,ON_TREATMENT,CYCLE_9,0
"Cycle 98 Day 1",28,ON_TREATMENT,CYCLE_98,0
"DAY 224",28,ON_TREATMENT,BASELINE,19353600
"RT 6",28,,,
"Study Termination",28,,,
"WEEK102",28,ON_TREATMENT,BASELINE,61689600
"CD119PB",28,,,
"GENO",28,,,
"DAY 12",28,ON_TREATMENT,BASELINE,1036800
"C1D3B",28,ON_TREATMENT,CYCLE_1,172800
"End of Cycle 8 32 WK",28,,,
"W2D3",28,ON_TREATMENT,BASELINE,1209600
"Visit  245_D1_12 hour post dose",28,ON_TREATMENT,,
"Period 3 Day 3",28,ON_TREATMENT,,
"FUT4",28,,,
"Ambulatory Visit",28,,,
"Day 4 Part 2",28,ON_TREATMENT,BASELINE,345600
"C22 D1 Pre-dose",28,ON_TREATMENT,CYCLE_22,0
"21 WITHDRAWAL",28,END_OF_TREATMENT,,
"BD2PB",28,,,
"Visit 3 234_D2_24 hour post dose",28,ON_TREATMENT,,
"Treatment Completion / Early Termination Visit Combo Arm A",28,END_OF_TREATMENT,,
"WK52 D364 PRE P2",28,ON_TREATMENT,BASELINE,31449600
"WDOLE",28,,,
"WK 5 DAY 29 - PREDOSE",28,ON_TREATMENT,BASELINE,3024000
"PK Week 12 R",28,ON_TREATMENT,BASELINE,7257600
"Day 5 to Day 6",28,ON_TREATMENT,BASELINE,432000
"Visit 1 202_D1_30 minute post dose",28,ON_TREATMENT,,
"V23",28,ON_TREATMENT,,
"STUDY COMPL/EARLY TERM",28,,,
"Pool",28,,,
"608",28,,,
"Cycle 35 Day 8",28,ON_TREATMENT,CYCLE_35,604800
"2 MONTH POST-REFILL",28,ON_TREATMENT,BASELINE,5184000
"Visit  244_D1_8 hour post dose",28,ON_TREATMENT,,
"Target Dose 1 Day 8",28,ON_TREATMENT,,
"Ad-Hoc 1",27,,,
"OPTW160",27,ON_TREATMENT,BASELINE,96768000
"Mobile Nursing Week 6 Visit Infant",27,ON_TREATMENT,BASELINE,3628800
"C2D2A",27,ON_TREATMENT,CYCLE_2,86400
"UNSCH C1XD11",27,UNSCHEDULED,,
"Visit 3 225_D1_predose",27,ON_TREATMENT,,
"EOCT",27,,,
"Visit  241_D1_3 hour post dose",27,ON_TREATMENT,,
"Follow Up Visit",27,FOLLOW_UP,,
"Week 224SUPP",27,ON_TREATMENT,BASELINE,135475200
"V05.10",27,ON_TREATMENT,,
"Part 2 Cycle 8 Day 1",27,ON_TREATMENT,CYCLE_8,0
"Follow Up Virological Breakthrough / Relapse",27,FOLLOW_UP,,
"Part 2 Cycle 5 Day 1",27,ON_TREATMENT,CYCLE_5,0
"WEEK 63",27,ON_TREATMENT,BASELINE,38102400
"BX BLOOD COLL",27,,,
"CGENO",27,,,
"V01.21",27,ON_TREATMENT,,
"Run In Day 5-7",27,BASELINE,BASELINE,0
"Cycle 0 Day 3 (Arm DE)",27,ON_TREATMENT,CYCLE_0,172800
"Implant Month 30",27,PROCEDURE,,
"ARM B/F/G C9D1",27,ON_TREATMENT,CYCLE_9,0
"SFUBCELL24WKS",27,,,
"UDNAC8",27,,,
"C1D24TC2D1",27,ON_TREATMENT,CYCLE_1,1987200
"SAD Day 1 2h",27,,,
"Part II C2: Day 2: 2",27,,,
"Week 2/Day 2 A",27,ON_TREATMENT,BASELINE,1209600
"Week 2/Day 1 B",27,ON_TREATMENT,BASELINE,1209600
"Implant Post Refill Month 5 Day 1",27,PROCEDURE,,
"Week 7 Day 44",27,ON_TREATMENT,BASELINE,4233600
"Cycle 2 Days 29-56",27,,,
"On Treatment Day 65",27,ON_TREATMENT,,
"WEEK37",27,ON_TREATMENT,BASELINE,22377600
"Visit 2 221_D1_12 hour post dose",27,ON_TREATMENT,,
"DAY14 2HR-POST 2",27,ON_TREATMENT,BASELINE,1209600
"UNSCH2",27,UNSCHEDULED,,
"V02.10",27,ON_TREATMENT,,
"Cycle 1 Day 15 (Study Day 15)",27,ON_TREATMENT,CYCLE_1,1209600
"Part 2 Day 15 AMD3",27,,,
"V03.22",27,ON_TREATMENT,,
"Unscheduled PK",27,UNSCHEDULED,,
"Follow-Up Visit 2 Month 6",27,FOLLOW_UP,END_OF_TREATMENT,15552000
"Visit  248_D4_72 hour post dose",27,ON_TREATMENT,,
"OL Day 1 RT7D1",27,,,
"Retreat FU wk  72",27,ON_TREATMENT,BASELINE,43545600
"Prior to Start of Dopaminergic Week 1",27,ON_TREATMENT,BASELINE,604800
"WEEK52_ET",27,ON_TREATMENT,BASELINE,31449600
"UDNAC9",27,,,
"C1D9D",27,ON_TREATMENT,CYCLE_1,691200
"WK104 D728 PRE P2",27,ON_TREATMENT,BASELINE,62899200
"VISIT 6",27,ON_TREATMENT,,
"V03.21",27,ON_TREATMENT,,
"DAY14 1.5HR-POST 2",27,ON_TREATMENT,BASELINE,1209600
"URINE DISCOLORATION",27,,,
"Option_1",27,,,
"FU 84 WEEKS",27,FOLLOW_UP,,
"C1D2 P1/P2 TRIPLE",27,ON_TREATMENT,CYCLE_1,86400
"On study",27,,,
"199",27,,,
"WEEK_216_ON-TX",27,ON_TREATMENT,BASELINE,130636800
"D14 MAD",27,ON_TREATMENT,BASELINE,1209600
"Supplemental Week 20",27,ON_TREATMENT,BASELINE,12096000
"W196",27,ON_TREATMENT,BASELINE,118540800
"P2A Day -1",27,,,
"607",27,,,
"P2A Discontinuation",27,END_OF_TREATMENT,,
"Visit 3 231_D1_6 hour post dose",27,ON_TREATMENT,,
"Visit 3 233_D1_12 hour post dose",27,ON_TREATMENT,,
"Unscheduled WB",27,UNSCHEDULED,,
"C6 D1 Pre-dose",27,ON_TREATMENT,CYCLE_6,0
"Screening SM3/ Plasma PD",27,SCREENING,SCREENING,0
"Day 2 Part 1",26,ON_TREATMENT,BASELINE,172800
"C17 D1 Pre-dose",26,ON_TREATMENT,CYCLE_17,0
"C6D28",26,ON_TREATMENT,CYCLE_6,2332800
"Study Completion / Early Discontinuation",26,END_OF_TREATMENT,,
"Cycle 35 Day 29",26,ON_TREATMENT,CYCLE_35,2419200
"Radiographical Disease progression",26,DISEASE_PROGRESSION,,
"FUYEAR1BSR1",26,ON_TREATMENT,BASELINE,31536000
"RCC D15-18",26,,,
"Part II C1: Day 8: 1",26,,,
"21  RT  4 DAY 1",26,,,
"WEEK90",26,ON_TREATMENT,BASELINE,54432000
"W24 FINAL AQ HUMOR P2",26,ON_TREATMENT,BASELINE,14515200
"Week 2/Day 1 A W/O D",26,ON_TREATMENT,BASELINE,1209600
"Visit 2 220_D1_8 hour post dose",26,ON_TREATMENT,,
"RESCEU_Vex1_induced",26,,,
"OLE Week 148 Year 3",26,ON_TREATMENT,BASELINE,89510400
"Visit 3 230_D1_4 hour post dose",26,ON_TREATMENT,,
"DAY14 3HR-POST 2",26,ON_TREATMENT,BASELINE,1209600
"Week 7/Day 2 A",26,ON_TREATMENT,BASELINE,4233600
"Visit 13 Week 64",26,ON_TREATMENT,BASELINE,38707200
"Day 1 24 HR PRE BACK UP",26,ON_TREATMENT,BASELINE,86400
"Period 2 Day 43",26,ON_TREATMENT,,
"Cycle 1 Day 18 (or 19)",26,ON_TREATMENT,CYCLE_1,1468800
"End of C3",26,,,
"TAD7",26,,,
"C1D15TO17",26,ON_TREATMENT,CYCLE_1,1209600
"Post-treatment",26,FOLLOW_UP,,
"C3D28",26,ON_TREATMENT,CYCLE_3,2332800
"DAY1 2HR-POST 1",26,ON_TREATMENT,BASELINE,86400
"PD3 DAY 4",26,,,
"Induction Cycle 1 Day 5",26,ON_TREATMENT,CYCLE_1,345600
"FU 72 WEEKS",26,FOLLOW_UP,,
"Month 7 and 8",26,ON_TREATMENT,BASELINE,18144000
"Screen BM Asp/Biopsy",26,SCREENING,SCREENING,0
"C18 D1 Pre-dose",26,ON_TREATMENT,CYCLE_18,0
"W16SUPP",26,ON_TREATMENT,BASELINE,9676800
"UNSCH / RETEST VISIT",26,UNSCHEDULED,,
"Part II C1: Day 15:",26,,,
"Week 252 on treatment",26,ON_TREATMENT,BASELINE,152409600
"WK 52B*",26,ON_TREATMENT,BASELINE,31449600
"Safety FU Week 15",26,FOLLOW_UP,,
"C2D21",26,ON_TREATMENT,CYCLE_2,1728000
"Encounter 2",26,,,
"CYCLE19_DAY8",26,ON_TREATMENT,CYCLE_19,604800
"WEEK80",26,ON_TREATMENT,BASELINE,48384000
"Implant Post Refill Month 4 Day 7",26,PROCEDURE,,
"240 AND 242",26,,,
"72 WEEKS (CYCLE 37)",26,,,
"Tumor Assessment Week 96",26,ON_TREATMENT,BASELINE,58060800
"Part II C1: Day 2: 2",26,,,
"Visit 15 Week 80",26,ON_TREATMENT,BASELINE,48384000
"Premature Discontinuation",26,END_OF_TREATMENT,,
"ARM A/C/D/E C9D1",26,ON_TREATMENT,CYCLE_9,0
"Unscheduled Wks 24 to 52",26,UNSCHEDULED,,
"Day 4 PREDOSE",26,ON_TREATMENT,BASELINE,345600
"Cycle 1 Day 8 (Study Day 8)",26,ON_TREATMENT,CYCLE_1,604800
"DAY1 1.5HR-POST 1",26,ON_TREATMENT,BASELINE,86400
"SCR ARCH/FRESH TUMOR ARMS CD&E",26,SCREENING,SCREENING,0
"SAD Day 1 6h",26,,,
"D60 POST TREAT DISC/",26,ON_TREATMENT,BASELINE,5184000
"C5D1B",26,ON_TREATMENT,CYCLE_5,0
"Long Term Follow Up Month 12",26,FOLLOW_UP,END_OF_TREATMENT,31104000
"DP RNA",26,,,
"Cycle 2 Days 43-56",26,,,
"Screening IMG",26,SCREENING,SCREENING,0
"Day 63 Safety Follow Up",25,FOLLOW_UP,,
"Cycle 3 Day 1 (Crossover)",25,ON_TREATMENT,CYCLE_3,0
"Day 164",25,ON_TREATMENT,BASELINE,14169600
"Retreat FU wk 120",25,ON_TREATMENT,BASELINE,72576000
"Part 1 Cycle 5 Day 1",25,ON_TREATMENT,CYCLE_5,0
"Cycle 9",25,ON_TREATMENT,CYCLE_9,0
"Part II C2: Day 15:",25,,,
"SWITCHVISIT",25,,,
"WK 5 DAY 34(+/-1) - PRIOR TO DCE-MRI",25,ON_TREATMENT,BASELINE,3024000
"V04.22",25,ON_TREATMENT,,
"Consolidation Cycle 1 Day 28",25,ON_TREATMENT,CYCLE_1,2332800
"At Time of Biopsy",25,PROCEDURE,,
"48 WEEKS (CYCLE 25)",25,,,
"DAY85 SIG",25,ON_TREATMENT,BASELINE,7344000
"DAY 60",25,ON_TREATMENT,BASELINE,5184000
"Cycle 17 Day 5",25,ON_TREATMENT,CYCLE_17,345600
"Day78",25,ON_TREATMENT,BASELINE,6739200
"OLE Week 100 Year 2",25,ON_TREATMENT,BASELINE,60480000
"OLE Week 132 Year 3",25,ON_TREATMENT,BASELINE,79833600
"Tissue Screening",25,SCREENING,SCREENING,0
"C1D8F",25,ON_TREATMENT,CYCLE_1,604800
"Follow Up Visit 2 Month 39",25,FOLLOW_UP,END_OF_TREATMENT,101088000
"Cycle 16 Day 1 Retest",25,ON_TREATMENT,CYCLE_16,0
"DLBCL & FL -Regimen",25,,,
"Archival PD2",25,ARCHIVAL,,
"C3 D28",25,ON_TREATMENT,CYCLE_3,2332800
"On Treatment Day 21",25,ON_TREATMENT,,
"D3 SAD",25,ON_TREATMENT,BASELINE,259200
"Part II C5 Day 1",25,ON_TREATMENT,CYCLE_5,0
"21  RT  4 DAY 15",25,,,
"WK 24 RE-TRT 8",25,ON_TREATMENT,BASELINE,14515200
"Week 56 Follow Up",25,FOLLOW_UP,END_OF_TREATMENT,33868800
"Additional Open Label Cycle 5 Week 12 Post Day 1 Infusion",25,ON_TREATMENT,BASELINE,7257600
"Week 1 Day 3 (Stage II)",25,ON_TREATMENT,BASELINE,604800
"WK 4 DAY 22",25,ON_TREATMENT,BASELINE,2419200
"C2RD22",25,,,
"W5SRI",25,ON_TREATMENT,BASELINE,3024000
"C6D1A",25,ON_TREATMENT,CYCLE_6,0
"BD4PB",25,,,
"C86D1",25,ON_TREATMENT,CYCLE_86,0
"C7D2",25,ON_TREATMENT,CYCLE_7,86400
"C23 D1 Pre-dose",25,ON_TREATMENT,CYCLE_23,0
"Maintenance Post-Consolidation Cycle 6 Day 1",25,ON_TREATMENT,CYCLE_6,0
"Visit  240_D1_2 hour post dose",25,ON_TREATMENT,,
"Day 4 Part 1",25,ON_TREATMENT,BASELINE,345600
"Day 3 Part 1",25,ON_TREATMENT,BASELINE,259200
"Tumor Assessment Week 3",25,ON_TREATMENT,BASELINE,1814400
"DNA Collection",25,,,
"Implant Month 28",25,PROCEDURE,,
"Cycle 84 Day 1",25,ON_TREATMENT,CYCLE_84,0
"C3 D1 Pre-dose",25,ON_TREATMENT,CYCLE_3,0
"Aspirate clot section",25,,,
"UNSCH / RETEST VISIT 51",25,UNSCHEDULED,,
"FL Regimen A C1D1",25,ON_TREATMENT,CYCLE_1,0
"V02.3",25,ON_TREATMENT,,
"Cycle 01 Day 01 Control",25,ON_TREATMENT,CYCLE_1,0
"Part 1 MAD Day 2",25,,,
"Follow Up 2 Year",24,FOLLOW_UP,,
"UDNAC12",24,,,
"Biopsy Post Screen Unscheduled",24,UNSCHEDULED,,
"C1D5 72HR P2",24,ON_TREATMENT,CYCLE_1,604800
"V02.32",24,ON_TREATMENT,,
"FUP1",24,,,
"Week 7/Day 2 B",24,ON_TREATMENT,BASELINE,4233600
"OPTSUPP",24,,,
"FDPD1",24,,,
"C94D1",24,ON_TREATMENT,CYCLE_94,0
"6 Months Follow Up",24,FOLLOW_UP,,
"Part II Screening",24,SCREENING,SCREENING,0
"Prior to Start of Dopaminergic Week 100",24,ON_TREATMENT,BASELINE,60480000
"Discharge Day 29",24,,,
"Week 112SUPP",24,ON_TREATMENT,BASELINE,67737600
"WEEK 90",24,ON_TREATMENT,BASELINE,54432000
"SCRNB",24,,,
"B-LOAD C1D1",24,ON_TREATMENT,CYCLE_1,0
"RT5",24,,,
"PART I: C4 D1 -0.17H",24,ON_TREATMENT,CYCLE_4,61200
"Cycle 82 Day 1",24,ON_TREATMENT,CYCLE_82,0
"Tumor Assessment Week 60",24,ON_TREATMENT,BASELINE,36288000
"WEEK_104",24,ON_TREATMENT,BASELINE,62899200
"Follow Up Week 99",24,FOLLOW_UP,END_OF_TREATMENT,59875200
"Cycle 24 Day 5",24,ON_TREATMENT,CYCLE_24,345600
"Early Termination Unscheduled",24,UNSCHEDULED,,
"SAD Day 1 .5h",24,,,
"Day 84 Safety Follow Up",24,FOLLOW_UP,,
"Period 1 Day 20",24,ON_TREATMENT,,
"Period 1 Day 11",24,ON_TREATMENT,,
"CYCLE12_DAY15",24,ON_TREATMENT,CYCLE_12,1209600
"C1D15-D22",24,ON_TREATMENT,CYCLE_1,1209600
"PK Week 48",24,ON_TREATMENT,BASELINE,29030400
"Period 1 Day 30",24,ON_TREATMENT,,
"Follow Up Week 90",24,FOLLOW_UP,END_OF_TREATMENT,54432000
"Month 11",24,ON_TREATMENT,BASELINE,28512000
"Month 10",24,ON_TREATMENT,BASELINE,25920000
"4LTXC1",24,,,
"C3 D1",24,ON_TREATMENT,CYCLE_3,0
"WEEK108",24,ON_TREATMENT,BASELINE,65318400
"Unplanned 9001",24,,,
"WK 48 RE-TRT 6",24,ON_TREATMENT,BASELINE,29030400
"C2D1 PRE P2",24,ON_TREATMENT,CYCLE_2,0
"Part 2 Cycle 6 Day 1",24,ON_TREATMENT,CYCLE_6,0
"Follow Up 2 Months Post End of Treatment",24,END_OF_TREATMENT,,
"C7D15",24,ON_TREATMENT,CYCLE_7,1209600
"CAPCTDNAW96",24,ON_TREATMENT,BASELINE,58060800
"TCZ Treatment",24,ON_TREATMENT,,
"C1D9C",24,ON_TREATMENT,CYCLE_1,691200
"Visit 17 Week 96",24,ON_TREATMENT,BASELINE,58060800
"Retreatment Week 72",24,ON_TREATMENT,BASELINE,43545600
"Cycle 9 Day 20",24,ON_TREATMENT,CYCLE_9,1641600
"Period 1 Day 24",24,ON_TREATMENT,,
"DAY -1",24,ON_TREATMENT,BASELINE,86400
"Arm 1 Tx Discon",24,,,
"Part 2 Cycle 7 Day 1",24,ON_TREATMENT,CYCLE_7,0
"BDAY1",24,,,
"Cycle 65 Day 1",24,ON_TREATMENT,CYCLE_65,0
"DAY14 30MIN-POST 2",24,ON_TREATMENT,BASELINE,1209600
"Day 29 Skin Biopsy",24,PROCEDURE,,
"DAY14 2.5HR-POST 2",24,ON_TREATMENT,BASELINE,1209600
"Visit 9 Week 72 Retest",24,ON_TREATMENT,BASELINE,43545600
"Visit 3 236_D4_72 hour post dose",24,ON_TREATMENT,,
"Week 9 Day 58",24,ON_TREATMENT,BASELINE,5443200
"Week 552",24,ON_TREATMENT,BASELINE,333849600
"Tumor Assessment Week 132",24,ON_TREATMENT,BASELINE,79833600
"Period 2 Day 57",24,ON_TREATMENT,,
"Cycle 73 Day 1",24,ON_TREATMENT,CYCLE_73,0
"Screening Tissue TL1A",24,SCREENING,SCREENING,0
"CYCLE 84 DAY 1",24,ON_TREATMENT,CYCLE_84,0
"Part 1 Cycle 9 Day 1",24,ON_TREATMENT,CYCLE_9,0
"End of C5",24,,,
"Visit 1 212_D4_72 hour post dose",24,ON_TREATMENT,,
"Visit 1 205_D1_3 hour post dose",24,ON_TREATMENT,,
"FU wk 108",24,FOLLOW_UP,,
"Discharge",24,,,
"BD6PB",24,,,
"C1 D1 PRE",24,ON_TREATMENT,CYCLE_1,0
"Month 32",23,ON_TREATMENT,BASELINE,82944000
"Obinutuzumab Pre-Treatment Day -12",23,ON_TREATMENT,,
"SFUW84",23,ON_TREATMENT,BASELINE,50803200
"Week 5/Day 1 A W/O D",23,ON_TREATMENT,BASELINE,3024000
"Visit 1B 109B_D1_12 hour post dose",23,ON_TREATMENT,,
"STUDY COMP/EW P2",23,,,
"Post TCZ treatment",23,ON_TREATMENT,,
"Cycle 2 Day 1 Sch I",23,ON_TREATMENT,CYCLE_2,0
"Maintenance Post-Consolidation Cycle 8 Day 1",23,ON_TREATMENT,CYCLE_8,0
"C2D1OLEVF",23,ON_TREATMENT,CYCLE_2,0
"FOLLOW-UP MONTH 7",23,FOLLOW_UP,END_OF_TREATMENT,18144000
"Day 72",23,ON_TREATMENT,BASELINE,6220800
"Week 5/Day 2 A",23,ON_TREATMENT,BASELINE,3024000
"Cycle 18 Day 43",23,ON_TREATMENT,CYCLE_18,3628800
"Day 5 Part 2",23,ON_TREATMENT,BASELINE,432000
"21  RT  1 DAY 15",23,,,
"21 RT 3 DAY 1",23,,,
"Retreat 4 wk 4",23,ON_TREATMENT,BASELINE,2419200
"RSR",23,,,
"C1D4Post",23,ON_TREATMENT,CYCLE_1,259200
"WEEK88",23,ON_TREATMENT,BASELINE,53222400
"CR/PR",23,,,
"Implant Post Refill Month 15 Day 7",23,PROCEDURE,,
"Alt Schedule C2D15",23,ON_TREATMENT,CYCLE_2,1209600
"CTCAPUNS",23,,,
"D17",23,ON_TREATMENT,BASELINE,1468800
"ALIQUOT",23,,,
"C2D4D5",23,ON_TREATMENT,CYCLE_2,259200
"Mid Treatment Response Assessment Cycle 3 Day 12",23,ON_TREATMENT,CYCLE_3,950400
"Visit  246_D2_24 hour post dose",23,ON_TREATMENT,,
"Visit 11 Week 168",23,ON_TREATMENT,BASELINE,101606400
"WK 6 DAY 36",23,ON_TREATMENT,BASELINE,3628800
"OPTW36",23,ON_TREATMENT,BASELINE,21772800
"Visit 1B 103B_D1_1 hour post dose",23,ON_TREATMENT,,
"MAD Day 7 15m",23,,,
"End of Cycle 17",23,,,
"On Treatment Day 90",23,ON_TREATMENT,,
"BD14PB",23,,,
"12WK FOLLOW UP #2",23,FOLLOW_UP,,
"Retest Cycle 5 Day 1",23,UNSCHEDULED,,
"CYCLE14_DAY8",23,ON_TREATMENT,CYCLE_14,604800
"W61SRI",23,ON_TREATMENT,BASELINE,36892800
"SM12: C1D15-D21",23,ON_TREATMENT,CYCLE_1,1209600
"Tumor Assessment Week 39",23,ON_TREATMENT,BASELINE,23587200
"WEEK5",23,ON_TREATMENT,BASELINE,3024000
"Visit  239_D1_1 hour post dose",23,ON_TREATMENT,,
"On-Study Biopsy",23,PROCEDURE,,
"Day 165",23,ON_TREATMENT,BASELINE,14256000
"DAY14 6HR-POST 2",23,ON_TREATMENT,BASELINE,1209600
"DAY141MD",23,ON_TREATMENT,BASELINE,12182400
"Relapse/PD/Suspected PD",23,,,
"Visit 2 Retest",23,ON_TREATMENT,,
"Visit  237_D1_predose",23,ON_TREATMENT,,
"Consolidation Cycle 3 Day 1",23,ON_TREATMENT,CYCLE_3,0
"Arm C Screening",23,SCREENING,SCREENING,0
"Cycle 18 Day 15",23,ON_TREATMENT,CYCLE_18,1209600
"Unscheduled Visit1",23,UNSCHEDULED,,
"B: Progression of Di",23,DISEASE_PROGRESSION,,
"PK Week 12 P",23,ON_TREATMENT,BASELINE,7257600
"C0_DAY1",23,ON_TREATMENT,CYCLE_0,0
"P2 Day -1",23,,,
"Post treatment visit 7",23,FOLLOW_UP,,
"W37SRI",23,ON_TREATMENT,BASELINE,22377600
"WEEK 66",23,ON_TREATMENT,BASELINE,39916800
"OCT Tissue",23,,,
"Follow-up Day 100 Post Last Dose",23,FOLLOW_UP,,
"Home Nursing Visit",23,,,
"Week 3/Day 1 A W/O D",23,ON_TREATMENT,BASELINE,1814400
"Week 5/Day 2 B",23,ON_TREATMENT,BASELINE,3024000
"Day 3 Part 2",23,ON_TREATMENT,BASELINE,259200
"PD3 DAY 2",23,,,
"1LTXMEV911",23,,,
"C90D1",23,ON_TREATMENT,CYCLE_90,0
"Cycle 21 Day 5",22,ON_TREATMENT,CYCLE_21,345600
"Week 344",22,ON_TREATMENT,BASELINE,208051200
"C24D1 PREDOSE",22,ON_TREATMENT,CYCLE_24,0
"Implant Post Refill Month 7 Day 7",22,PROCEDURE,,
"Week 24 Follow Up",22,FOLLOW_UP,END_OF_TREATMENT,14515200
"PRE OBINUTUZUMAB",22,,,
"CYCLE13_DAY15",22,ON_TREATMENT,CYCLE_13,1209600
"FUM15",22,,,
"On Treatment Day 20",22,ON_TREATMENT,,
"Safety FU Week 12",22,FOLLOW_UP,,
"Week 1 Retest",22,ON_TREATMENT,BASELINE,604800
"C25 D1 Pre-dose",22,ON_TREATMENT,CYCLE_25,0
"Negative Extraction Control",22,,,
"W20SUPP",22,ON_TREATMENT,BASELINE,12096000
"On Treatment Day 64",22,ON_TREATMENT,,
"BD14IB",22,,,
"Week 14 Follow Up",22,FOLLOW_UP,END_OF_TREATMENT,8467200
"CYCLE2_DAY3",22,ON_TREATMENT,CYCLE_2,172800
"Implant Post Refill Month 11 Day 7",22,PROCEDURE,,
"Retreatment 1 Day 1",22,ON_TREATMENT,,
"DAY8 168HR-POST 2",22,ON_TREATMENT,BASELINE,691200
"Cyce 1 Day 16",22,,,
"Day 1 .25h",22,ON_TREATMENT,BASELINE,86400
"WK 72 RE-TRT 4",22,ON_TREATMENT,BASELINE,43545600
"12 Week Treatment FU",22,ON_TREATMENT,,
"Tumor Assessment Week 13",22,ON_TREATMENT,BASELINE,7862400
"Between Cycle 6 Day 21 and Cycle 7 Day 1",22,ON_TREATMENT,CYCLE_6,1728000
"V03.2",22,ON_TREATMENT,,
"Week 24 Day 169 Unscheduled",22,UNSCHEDULED,,
"P1 D1",22,,,
"OLE Week 68 Year 1",22,ON_TREATMENT,BASELINE,41126400
"Safety Follow Up 60",22,FOLLOW_UP,,
"Visit 2B 115B_D1_1 hour post dose",22,ON_TREATMENT,,
"Part II C2: Day 8: 1",22,,,
"OLE Week 149 Year 3",22,ON_TREATMENT,BASELINE,90115200
"C2D15-28",22,ON_TREATMENT,CYCLE_2,1209600
"OLE Early Termination",22,END_OF_TREATMENT,,
"Maintenance Post-Consolidation Cycle 5 Day 1",22,ON_TREATMENT,CYCLE_5,0
"Part 1B Day 1",22,,,
"CYCLE31_DAY1",22,ON_TREATMENT,CYCLE_31,0
"Tocilizumab Day 2",22,,,
"SCREEN BM DNA/RNA P1/P2",22,SCREENING,SCREENING,0
"Cycle 3 Day 7",22,ON_TREATMENT,CYCLE_3,518400
"OLE Week 164 Year 3",22,ON_TREATMENT,BASELINE,99187200
"DISCTX",22,,,
"SAD Day 1",22,,,
"Month 13",22,ON_TREATMENT,BASELINE,33696000
"C2D8to14",22,ON_TREATMENT,CYCLE_2,604800
"DAY72COL",22,ON_TREATMENT,BASELINE,6220800
"Part 1 MAD Day 14",22,,,
"Follow-Up Week 2",22,FOLLOW_UP,END_OF_TREATMENT,1209600
"Follow Up Month 21",22,FOLLOW_UP,END_OF_TREATMENT,54432000
"A/B-12WK FOLLOW UP #14",22,FOLLOW_UP,,
"Week 184SUPP",22,ON_TREATMENT,BASELINE,111283200
"Safety C6D1",22,ON_TREATMENT,CYCLE_6,0
"Arm B Screening",22,SCREENING,SCREENING,0
"A-C4D1",22,ON_TREATMENT,CYCLE_4,0
"WEEK 104 / WD",22,ON_TREATMENT,BASELINE,62899200
"C2D3",22,ON_TREATMENT,CYCLE_2,172800
"Follow Up Week 144",22,FOLLOW_UP,END_OF_TREATMENT,87091200
"C14 D1 Pre-dose",22,ON_TREATMENT,CYCLE_14,0
"Week 28 Follow Up",22,FOLLOW_UP,END_OF_TREATMENT,16934400
"Visit  243_D1_6 hour post dose",22,ON_TREATMENT,,
"Week 30 Follow Up",22,FOLLOW_UP,END_OF_TREATMENT,18144000
"WK 8 RE-TRT 7",22,ON_TREATMENT,BASELINE,4838400
"C3D4D5",22,ON_TREATMENT,CYCLE_3,259200
"WK16 D112 PT 2&3B",22,ON_TREATMENT,BASELINE,9676800
"Cycle 16 Day 5",22,ON_TREATMENT,CYCLE_16,345600
"Day4 Day8 Arm A",22,ON_TREATMENT,BASELINE,345600
"Week 4 Day 29 Unscheduled",22,UNSCHEDULED,,
"ARM A/C/D/E C7D1",22,ON_TREATMENT,CYCLE_7,0
"P2QW Scr/BL",22,,,
"C1 Bone Marrow Aspirate/ Biopsy",22,PROCEDURE,,
"WK 3 DAY 15 - PREDOSE",22,ON_TREATMENT,BASELINE,1814400
"SCREENSD",22,,,
"Week 200SUPP",22,ON_TREATMENT,BASELINE,120960000
"Normal",22,,,
"Follow-up 1 WK208",22,FOLLOW_UP,END_OF_TREATMENT,125798400
"Cycle 0 Day 0",21,ON_TREATMENT,CYCLE_0,-86400
"MAD Day 15",21,,,
"SAD Day 1 15m",21,,,
"Day 7 - 144hr Post-Dose",21,ON_TREATMENT,BASELINE,604800
"CYCLE39_DAY1",21,ON_TREATMENT,CYCLE_39,0
"T2_DAY168",21,,,
"Day 163",21,ON_TREATMENT,BASELINE,14083200
"Fresh pre-dose",21,ON_TREATMENT,,
"Week 12/Day 1 A W/O",21,ON_TREATMENT,BASELINE,7257600
"Safety Follow Up Week 20",21,FOLLOW_UP,END_OF_TREATMENT,12096000
"FU 132 WEEKS",21,FOLLOW_UP,,
"P2A Day 50 Follow Up",21,FOLLOW_UP,,
"UNSCH3",21,UNSCHEDULED,,
"Safety Follow-Up Visit 6",21,FOLLOW_UP,,
"TDD714",21,,,
"Day 1 24 HR POST BACK UP",21,ON_TREATMENT,BASELINE,86400
"SM04 Scrn Fresh Tumor FFPE Blk",21,,,
"FOLLOW-UP MONTH 8",21,FOLLOW_UP,END_OF_TREATMENT,20736000
"End of C6",21,,,
"Cycle 2 Day 14",21,ON_TREATMENT,CYCLE_2,1123200
"End of Treatment or Early Termination",21,END_OF_TREATMENT,,
"Screening SM7/ Serum PD Pre FROZEN ALQ1",21,SCREENING,SCREENING,0
"Visit 23 Week 144",21,ON_TREATMENT,BASELINE,87091200
