original_category,canonical_category,original_count
"Laboratory Values - Renal Function","Laboratory Values - Renal Function",1
"Prior Therapy - Radiation","Prior Therapy - Radiation",1
"Prior Therapy - Chemotherapy","Prior Therapy - Chemotherapy",1
"Infectious Disease and Immunocompromise","Infectious Disease and Immunocompromise",1
"Cardiac - Angina","Cardiac - Angina",1
"Cardiac - CHF","Cardiac - CHF",1
"Cardiac - MI","Cardiac - MI",1
"Cardiac - Stroke","Cardiac - Stroke",1
"Bleeding and Coagulopathy","Bleeding and Coagulopathy",1
"Renal - Proteinuria","Renal - Proteinuria",1
"Current Illness","Current Illness",1
"Hepatic/Infectious","Hepatic/Infectious",1
"Pregnancy Reporting","Pregnancy Reporting",1
"Active Bleeding","Active Bleeding",1
"Intracranial","Intracranial",1
"Intracranial Procedure","Intracranial Procedure",1
"Recent Studies","Recent Studies",1
"Age/Maturity","Age/Maturity",1
"Growth Parameters","Growth Parameters",1
"Orthopedic Conditions","Orthopedic Conditions",1
"Short Stature Type","Short Stature Type",1
"Growth Potential","Growth Potential",1
"Distant Metastasis","Distant Metastasis",1
"HPV Status","HPV Status",1
"Anti-platelet Agents","Anti-platelet Agents",1
"Cavitation","Cavitation",1
"Risk Status","Risk Status",1
"Marrow Function","Marrow Function",1
"Sperm/Oocyte Donation","Sperm/Oocyte Donation",1
"Prior BTK/BCL2 Inhibitors","Prior BTK/BCL2 Inhibitors",1
"CNS Hemorrhage/Stroke","CNS Hemorrhage/Stroke",1
"HBV/HCV Management","HBV/HCV Management",1
"CD20 Status","CD20 Status",1
"Research Specimens","Research Specimens",1
"CMV","CMV",1
"Cerebral Vascular Accident","Cerebral Vascular Accident",1
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",1
"Steroid Requirement","Steroid Requirement",1
"Stable Dosing","Stable Dosing",1
"Biologic Agents","Biologic Agents",1
"Systemic Autoimmune Disease","Systemic Autoimmune Disease",1
"TB Screening","TB Screening",1
"Chest Imaging","Chest Imaging",1
"Organ-Threatening Disease","Organ-Threatening Disease",1
"Steroid Instability","Steroid Instability",1
"Cardiopulmonary Disease","Cardiopulmonary Disease",1
"Other Disqualifying Conditions","Other Disqualifying Conditions",1
"Contraception duration","Contraception duration",1
"CNS evaluation","CNS evaluation",1
"Skin cancer","Skin cancer",1
"Cervical cancer","Cervical cancer",1
"Hepatitis B management","Hepatitis B management",1
"Prior bispecific antibody","Prior bispecific antibody",1
"Neurotoxicity assessment","Neurotoxicity assessment",1
"Surgical intervention","Surgical intervention",1
"Organ toxicity","Organ toxicity",1
"Prior organ allograft","Prior organ allograft",1
"Prior low-grade cancer","Prior low-grade cancer",1
"Minor surgery timing","Minor surgery timing",1
"Hemophilia A with inhibitor","Hemophilia A with inhibitor",1
"Hemophilia A without inhibitor","Hemophilia A without inhibitor",1
"Emicizumab dosing","Emicizumab dosing",1
"Post-surgery prophylaxis","Post-surgery prophylaxis",1
"Other bleeding disorder","Other bleeding disorder",1
"Factor VIII tolerization (with inhibitor)","Factor VIII tolerization (with inhibitor)",1
"Factor VIII tolerization duration (without inhibitor)","Factor VIII tolerization duration (without inhibitor)",1
"FVIII for breakthrough (with inhibitor)","FVIII for breakthrough (with inhibitor)",1
"Recent BPA or FVIII","Recent BPA or FVIII",1
"Thrombotic microangiopathy risk","Thrombotic microangiopathy risk",1
"Non-hemophilia investigational drug","Non-hemophilia investigational drug",1
"Concurrent investigational drug","Concurrent investigational drug",1
"Monoclonal antibody hypersensitivity","Monoclonal antibody hypersensitivity",1
"gastroesophageal","gastroesophageal",1
"cardiac_pulmonary_disease","cardiac_pulmonary_disease",1
"household_member","household_member",1
"staging_workup","staging_workup",1
"nodal_disease","nodal_disease",1
"antibody_reaction","antibody_reaction",1
"aids","aids",1
"anticancer_therapy","anticancer_therapy",1
"egfr_alk","egfr_alk",1
"radiation_interval","radiation_interval",1
"chemotherapy_interval","chemotherapy_interval",1
"therapy_progression","therapy_progression",1
"lab_immunology","lab_immunology",1
"study_skills","study_skills",1
"asthma_medication_change","asthma_medication_change",1
"asthma_phenotype","asthma_phenotype",1
"lab_hematology","lab_hematology",1
"treatment_refusal","treatment_refusal",1
"cns_treatment","cns_treatment",1
"alcohol_abuse","alcohol_abuse",1
"plasma_donation","plasma_donation",1
"disease_course","disease_course",1
"prior_stroke","prior_stroke",1
"head_trauma","head_trauma",1
"stroke_type","stroke_type",1
"angiography","angiography",1
"RA Complications","RA Complications",1
"Hepatitis B Treatment","Hepatitis B Treatment",1
"Antibiotic Treatment","Antibiotic Treatment",1
"Medication Absorption","Medication Absorption",1
"G6PD Deficiency","G6PD Deficiency",1
"Connective Tissue","Connective Tissue",1
"Antacid Therapy","Antacid Therapy",1
"age_and_comorbidity","age_and_comorbidity",1
"skin_disorders","skin_disorders",1
"cardiac_genetics","cardiac_genetics",1
"recent_radiotherapy","recent_radiotherapy",1
"prior_biotherapy","prior_biotherapy",1
"molecular_subtype","molecular_subtype",1
"immunosuppression_exception","immunosuppression_exception",1
"Urologic","Urologic",1
"Drug Exposure","Drug Exposure",1
"Pregnancy Outcome","Pregnancy Outcome",1
"hormonal_status","hormonal_status",1
"concurrent_radiation","concurrent_radiation",1
"serm","serm",1
"exacerbation_history","exacerbation_history",1
"dyspnea","dyspnea",1
"maintenance_therapy","maintenance_therapy",1
"height","height",1
"prior_rhgh","prior_rhgh",1
"ghd","ghd",1
"immunomodulatory","immunomodulatory",1
"confirmation","confirmation",1
"biomarker_research","biomarker_research",1
"Hospital Transfer","Hospital Transfer",1
"GI/GU Bleed","GI/GU Bleed",1
"PE Risk","PE Risk",1
"PE Complications","PE Complications",1
"CNS Excluded","CNS Excluded",1
"CNS Vascular","CNS Vascular",1
"Cardiac Complications","Cardiac Complications",1
"Support Status","Support Status",1
"Diagnosis - NSCLC","Diagnosis - NSCLC",1
"Prior Treatment - NSCLC","Prior Treatment - NSCLC",1
"Genetic Mutations - NSCLC","Genetic Mutations - NSCLC",1
"Biomarker - NSCLC","Biomarker - NSCLC",1
"Prior Anti-tumor Therapy","Prior Anti-tumor Therapy",1
"Prior Chemotherapy - Ovarian","Prior Chemotherapy - Ovarian",1
"Prior Treatment Count - Ovarian","Prior Treatment Count - Ovarian",1
"Hepatic/HIV Disease","Hepatic/HIV Disease",1
"Prior NaPi2b Therapy","Prior NaPi2b Therapy",1
"Hypertension - Bevacizumab","Hypertension - Bevacizumab",1
"Bevacizumab - Hypertension","Hypertension - Bevacizumab",1
"Cardiac/Thrombotic History - Bevacizumab","Cardiac/Thrombotic History - Bevacizumab",1
"Stroke History - Bevacizumab","Stroke History - Bevacizumab",1
"Vascular Disease - Bevacizumab","Vascular Disease - Bevacizumab",1
"Bevacizumab - Vascular Disease","Vascular Disease - Bevacizumab",1
"Hemoptysis - Bevacizumab","Hemoptysis - Bevacizumab",1
"Bevacizumab - Hemoptysis","Hemoptysis - Bevacizumab",1
"Procedures - Bevacizumab","Procedures - Bevacizumab",1
"Wound/Fracture - Bevacizumab","Wound/Fracture - Bevacizumab",1
"Severity Markers","Severity Markers",1
"Prior Anti-influenza Therapy","Prior Anti-influenza Therapy",1
"Prior Anti-influenza Medication","Prior Anti-influenza Medication",1
"Timing of Admission","Timing of Admission",1
"Influenza Type","Influenza Type",1
"Baseline Oxygenation","Baseline Oxygenation",1
"Chronic Lung Disease","Chronic Lung Disease",1
"Immune Suppression","Immune Suppression",1
"ECMO Support","ECMO Support",1
"treatment_feasibility","treatment_feasibility",1
"ocular_pressure","ocular_pressure",1
"skin_reaction","skin_reaction",1
"genomic","genomic",1
"Genetic/biomarker","Genetic/biomarker",1
"Prior therapy - proteasome inhibitor timing","Prior therapy - proteasome inhibitor timing",1
"Primary Malignancy","Primary Malignancy",1
"Contraindicated Treatments","Contraindicated Treatments",1
"Subretinal Hemorrhage","Subretinal Hemorrhage",1
"Myopia","Myopia",1
"BRVO Treatment","BRVO Treatment",1
"Imaging Feasibility","Imaging Feasibility",1
"Central Changes","Central Changes",1
"Prior Steroid Treatment","Prior Steroid Treatment",1
"Prior YAG Procedure","Prior YAG Procedure",1
"Fellow Eye Vision","Fellow Eye Vision",1
"Severe Exacerbation","Severe Exacerbation",1
"Xolair Treatment","Xolair Treatment",1
"High-Risk Features","High-Risk Features",1
"Operability Status","Operability Status",1
"Other Ocular Conditions","Other Ocular Conditions",1
"disease_detection","disease_detection",1
"experimental_treatment","experimental_treatment",1
"diagnosis_arm_b","diagnosis_arm_b",1
"allergy_arm_b","allergy_arm_b",1
"Patient Status","Patient Status",1
"Technology Access","Technology Access",1
"Profession","Profession",1
"Professional Status","Professional Status",1
"Antiepileptic Drugs","Antiepileptic Drugs",1
"Prior mTOR Therapy","Prior mTOR Therapy",1
"Prior EGFR Therapy","Prior EGFR Therapy",1
"Co-medication","Co-medication",1
"GI Impairment","GI Impairment",1
"Prior Biologic/Immunotherapy","Prior Biologic/Immunotherapy",1
"Renal Insufficiency","Renal Insufficiency",1
"Substance Abuse Screening","Substance Abuse Screening",1
"Substance Abuse History","Substance Abuse History",1
"Gilbert's Syndrome","Gilbert's Syndrome",1
"Age and Cognitive Status","Age and Cognitive Status",1
"AD Criteria","AD Criteria",1
"Clinical Dementia Rating","Clinical Dementia Rating",1
"MMSE Score","MMSE Score",1
"Amyloid PET Imaging","Amyloid PET Imaging",1
"Brain MRI","Brain MRI",1
"Significant Medical Conditions","Significant Medical Conditions",1
"SCT Recovery","SCT Recovery",1
"Cancer Type and Stage","Cancer Type and Stage",1
"Prior Cancer Therapy Recovery","Prior Cancer Therapy Recovery",1
"Concurrent Experimental Drugs","Concurrent Experimental Drugs",1
"Diagnosis and Treatment Indication","Diagnosis and Treatment Indication",1
"Prior BTKi and BCL2i Therapy","Prior BTKi and BCL2i Therapy",1
"Autoimmune Phenomenon","Autoimmune Phenomenon",1
"Warfarin","Warfarin",1
"Cardiotoxicity Risk","Cardiotoxicity Risk",1
"tuberculosis_screening","tuberculosis_screening",1
"respiratory_status","respiratory_status",1
"clinical_criteria","clinical_criteria",1
"randomization_readiness","randomization_readiness",1
"congenital_immunodeficiency","congenital_immunodeficiency",1
"tracheostomy","tracheostomy",1
"grade","grade",1
"cardiac_ecg","cardiac_ecg",1
"serum_ige_level","serum_ige_level",1
"neoplasia","neoplasia",1
"immunoglobulin_therapy","immunoglobulin_therapy",1
"noncompliance","noncompliance",1
"specific_study_exclusion","specific_study_exclusion",1
"fasting_glucose","fasting_glucose",1
"advanced_tumor_stage","advanced_tumor_stage",1
"swallowing_ability","swallowing_ability",1
"supplemental_oxygen","supplemental_oxygen",1
"compliance_inability","compliance_inability",1
"primary_site","primary_site",1
"prior_therapy_metastatic","prior_therapy_metastatic",1
"prior_therapy_recurrent","prior_therapy_recurrent",1
"nasopharyngeal_cancer","nasopharyngeal_cancer",1
"prior_her_inhibitor","prior_her_inhibitor",1
"prior_egfr_inhibitor","prior_egfr_inhibitor",1
"cardiac_failure","cardiac_failure",1
"surgical_ineligibility","surgical_ineligibility",1
"cirrhosis_status","cirrhosis_status",1
"hormonal_therapy_exception","hormonal_therapy_exception",1
"hcc_variant","hcc_variant",1
"transplant_list","transplant_list",1
"hbv_hcv_coinfection","hbv_hcv_coinfection",1
"tips_cohort_a","tips_cohort_a",1
"diagnostic_paracentesis_allowance","diagnostic_paracentesis_allowance",1
"ascites_management","ascites_management",1
"spontaneous_bacterial_peritonitis","spontaneous_bacterial_peritonitis",1
"recovery_from_prior_therapy","recovery_from_prior_therapy",1
"alkaline_phosphatase","alkaline_phosphatase",1
"prior_drug_therapy","prior_drug_therapy",1
"hiv_disease","hiv_disease",1
"investigational_study","investigational_study",1
"Treatment Criteria","Treatment Criteria",1
"Cardiac Assessment","Cardiac Assessment",1
"HIV/HTLV","HIV/HTLV",1
"Immunophenotype","Immunophenotype",1
"Xolair Cohort","Xolair Cohort",1
"Prior Xolair","Prior Xolair",1
"Inhibitor Level","Inhibitor Level",1
"Immunomodulatory Therapy","Immunomodulatory Therapy",1
"Immunological Treatment","Immunological Treatment",1
"High Responding Inhibitor","High Responding Inhibitor",1
"Factor VIII Use","Factor VIII Use",1
"Factor VIII Timing","Factor VIII Timing",1
"Infections/Hepatic disease","Infections/Hepatic disease",1
"Insurance/benefit","Insurance/benefit",1
"Parental enrollment","Parental enrollment",1
"Stratum S - Pill swallowing","Stratum S - Pill swallowing",1
"Stratum S - Body surface area","Stratum S - Body surface area",1
"Stratum S - Contraception","Stratum S - Contraception",1
"Imaging capability","Imaging capability",1
"Asymptomatic metastases","Asymptomatic metastases",1
"HER2 status (Arm C)","HER2 status (Arm C)",1
"Arm B - Blood pressure","Arm B - Blood pressure",1
"Arm B - Bleeding","Arm B - Bleeding",1
"Arm B - GI history","Arm B - GI history",1
"Arm B - Wound healing","Arm B - Wound healing",1
"Arm B - Proteinuria","Arm B - Proteinuria",1
"disease_age","disease_age",1
"asthma_worsening","asthma_worsening",1
"AML Subtype","AML Subtype",1
"gender_disease","gender_disease",1
"cns_anatomic","cns_anatomic",1
"cns_pathology","cns_pathology",1
"surgical_complication","surgical_complication",1
"Prior Experimental Treatment","Prior Experimental Treatment",1
"Age - Cohort 1","Age - Cohort 1",1
"Age - Cohort 2","Age - Cohort 2",1
"Exercise Capacity","Exercise Capacity",1
"Diagnosis - Cohort 1","Diagnosis - Cohort 1",1
"Imaging - Cohort 1","Imaging - Cohort 1",1
"Prior Treatment - Cohort 1","Prior Treatment - Cohort 1",1
"Diagnosis - Cohort 2","Diagnosis - Cohort 2",1
"Imaging - Cohort 2","Imaging - Cohort 2",1
"Disease Progression - Cohort 2","Disease Progression - Cohort 2",1
"Prior Treatment - Cohort 2 (Tocilizumab)","Prior Treatment - Cohort 2 (Tocilizumab)",1
"Prior Treatment - Cohort 2 (Nintedanib)","Prior Treatment - Cohort 2 (Nintedanib)",1
"Biopsy - Cohort 2","Biopsy - Cohort 2",1
"OLE Period","OLE Period",1
"OLE Period - Benefit/Risk","OLE Period - Benefit/Risk",1
"Oxygen Saturation","Oxygen Saturation",1
"Prior Lung Transplant","Prior Lung Transplant",1
"Other ILD - Cohort 1","Other ILD - Cohort 1",1
"Emphysema - Cohort 1","Emphysema - Cohort 1",1
"Other ILD - Cohort 2","Other ILD - Cohort 2",1
"Autoimmune Disease - Cohort 2","Autoimmune Disease - Cohort 2",1
"Prior Treatment - Cohort 2","Prior Treatment - Cohort 2",1
"Drug Combination - Cohort 2","Drug Combination - Cohort 2",1
"Compliance - OLE Period","Compliance - OLE Period",1
"New Disease - OLE Period","New Disease - OLE Period",1
"Dose Escalation Stage","Dose Escalation Stage",1
"Expansion Stage","Expansion Stage",1
"Cardiovascular and Liver","Cardiovascular and Liver",1
"optics","optics",1
"procedure_willingness","procedure_willingness",1
"arm_a_age","arm_a_age",1
"arm_a_disease_status","arm_a_disease_status",1
"arm_a_prior_treatment","arm_a_prior_treatment",1
"arm_b_age_treatment_naive","arm_b_age_treatment_naive",1
"arm_b_age_unfit","arm_b_age_unfit",1
"cardiac_safety","cardiac_safety",1
"lab_values_coagulation_renal","lab_values_coagulation_renal",1
"lab_values_proteinuria","lab_values_proteinuria",1
"prior_chemotherapy_timing","prior_chemotherapy_timing",1
"childbearing_status","childbearing_status",1
"brain_metastases_criteria","brain_metastases_criteria",1
"free_air","free_air",1
"seafood_allergy","seafood_allergy",1
"autoimmune_immunodeficiency","autoimmune_immunodeficiency",1
"diagnosis_disease_status","diagnosis_disease_status",1
"progressive_disease","progressive_disease",1
"anticoagulation_ability","anticoagulation_ability",1
"rems_program","rems_program",1
"pregnancy_monitoring","pregnancy_monitoring",1
"thrombophlebitis","thrombophlebitis",1
"concurrent_investigational","concurrent_investigational",1
"n2_confirmation","n2_confirmation",1
"treatment_candidacy","treatment_candidacy",1
"study_understanding","study_understanding",1
"carcinoid","carcinoid",1
"Lab - INR","Lab - INR",1
"Prior Anti-myeloma Therapy","Prior Anti-myeloma Therapy",1
"Left Ventricular Function","Left Ventricular Function",1
"Albuminuria","Albuminuria",1
"Uncontrolled Malignancy","Uncontrolled Malignancy",1
"Carcinomatous Meningitis","Carcinomatous Meningitis",1
"Prior BRAF/MEK Inhibitor","Prior BRAF/MEK Inhibitor",1
"Macular Thickening","Macular Thickening",1
"Untreated Diabetes","Untreated Diabetes",1
"Prior Ranibizumab","Prior Ranibizumab",1
"Proliferative Diabetic Retinopathy","Proliferative Diabetic Retinopathy",1
"Uveitis and Related","Uveitis and Related",1
"Left Ventricular Ejection Fraction","Left Ventricular Ejection Fraction",1
"Diabetes and Infection","Diabetes and Infection",1
"data_requirement","data_requirement",1
"marker","marker",1
"Muscular/Neuromuscular","Muscular/Neuromuscular",1
"Hepatitis B Infection","Hepatitis B Infection",1
"Hepatitis C Infection","Hepatitis C Infection",1
"Cognitive/Medical Status","Cognitive/Medical Status",1
"Prior Pathway Therapy","Prior Pathway Therapy",1
"NSAID Hypersensitivity","NSAID Hypersensitivity",1
"Tumor Encasement","Tumor Encasement",1
"Bone Fracture","Bone Fracture",1
"Liver Transplant","Liver Transplant",1
"Treatment Assignment","Treatment Assignment",1
"Extension Study","Extension Study",1
"Ophthalmologic Condition","Ophthalmologic Condition",1
"Expansion Cohort - MSI Status","Expansion Cohort - MSI Status",1
"Expansion Cohort - Measurable Disease","Expansion Cohort - Measurable Disease",1
"Expansion Cohort - Progression","Expansion Cohort - Progression",1
"Expansion Cohort - Biopsies","Expansion Cohort - Biopsies",1
"radiation_recovery","radiation_recovery",1
"seizure_prophylaxis","seizure_prophylaxis",1
"misc","misc",1
"planned_therapy","planned_therapy",1
"medical_care","medical_care",1
"contact_information","contact_information",1
"clinical_features","clinical_features",1
"sle","sle",1
"infection_prophylaxis","infection_prophylaxis",1
"Ability to Take Study Drug","Ability to Take Study Drug",1
"Central Venous Access","Central Venous Access",1
"Central Catheter","Central Catheter",1
"Abdominal Issues","Abdominal Issues",1
"Clinical Response Status","Clinical Response Status",1
"Clinical Response with Flare","Clinical Response with Flare",1
"Concomitant Therapy - Immunosuppressive","Concomitant Therapy - Immunosuppressive",1
"Concomitant Therapy - Corticosteroids","Concomitant Therapy - Corticosteroids",1
"Diagnosis and Staging","Diagnosis and Staging",1
"Proteinuria Screening","Proteinuria Screening",1
"Supplementation","Supplementation",1
"Bleeding Risk - Active Bleeding","Bleeding Risk - Active Bleeding",1
"Bleeding Risk - Prior Bleeding Requiring Intervention","Bleeding Risk - Prior Bleeding Requiring Intervention",1
"Bleeding Risk - Hemoptysis","Bleeding Risk - Hemoptysis",1
"Cardiac History - Acute Events","Cardiac History - Acute Events",1
"Cardiac History - Chronic Conditions","Cardiac History - Chronic Conditions",1
"CNS - Cerebrovascular","CNS - Cerebrovascular",1
"Monoclonal Antibody Reaction","Monoclonal Antibody Reaction",1
"Carcinoma of Unknown Primary","Carcinoma of Unknown Primary",1
"Biopsy-Proven Metastatic Carcinoma","Biopsy-Proven Metastatic Carcinoma",1
"Biopsy Material","Biopsy Material",1
"Laboratory - Hematology","Laboratory - Hematology",1
"Cancer Type for Treatment","Cancer Type for Treatment",1
"Specific Syndromes - Neuroendocrine","Specific Syndromes - Neuroendocrine",1
"Specific Syndromes - Female Adenocarcinoma","Specific Syndromes - Female Adenocarcinoma",1
"Specific Syndromes - Peritoneal Adenocarcinoma","Specific Syndromes - Peritoneal Adenocarcinoma",1
"Specific Syndromes - Single Site","Specific Syndromes - Single Site",1
"Specific Syndromes - Squamous Limited to Lymph Nodes","Specific Syndromes - Squamous Limited to Lymph Nodes",1
"Biopsy Insufficiency","Biopsy Insufficiency",1
"Bevacizumab - Cardiac History","Bevacizumab - Cardiac History",1
"Bevacizumab - Hypertensive Crisis","Bevacizumab - Hypertensive Crisis",1
"Bevacizumab - PEG/G Tubes","Bevacizumab - PEG/G Tubes",1
"Bevacizumab - Major Surgery","Bevacizumab - Major Surgery",1
"Bevacizumab - Proteinuria","Bevacizumab - Proteinuria",1
"Bevacizumab - Wound Complications","Bevacizumab - Wound Complications",1
"Bevacizumab - Bleeding Diathesis","Bevacizumab - Bleeding Diathesis",1
"Bevacizumab - GI Complications","Bevacizumab - GI Complications",1
"Bevacizumab - Stroke","Bevacizumab - Stroke",1
"BTKi Arm Treatment","BTKi Arm Treatment",1
"BCL2i Arm Treatment","BCL2i Arm Treatment",1
"Bulky Disease","Bulky Disease",1
"Clinical Progression","Clinical Progression",1
"Prior CAR-T or Radioimmunotherapy","Prior CAR-T or Radioimmunotherapy",1
"Transplantation History","Transplantation History",1
"Ongoing Toxicity","Ongoing Toxicity",1
"Richter Transformation and CNS","Richter Transformation and CNS",1
"Concurrent Immunosuppression","Concurrent Immunosuppression",1
"Hemophagocytic Lymphohistiocytosis","Hemophagocytic Lymphohistiocytosis",1
"Progressive Multifocal Leukoencephalopathy","Progressive Multifocal Leukoencephalopathy",1
"Significant Comorbidity","Significant Comorbidity",1
"Microsatellite Status","Microsatellite Status",1
"High-Risk Features - CEA","High-Risk Features - CEA",1
"High-Risk Features - Lymphocyte-Monocyte Ratio","High-Risk Features - Lymphocyte-Monocyte Ratio",1
"High-Risk Features - Differentiation","High-Risk Features - Differentiation",1
"High-Risk Features - Lymphovascular Invasion","High-Risk Features - Lymphovascular Invasion",1
"High-Risk Features - Perineural Invasion","High-Risk Features - Perineural Invasion",1
"High-Risk Features - T Stage and Size","High-Risk Features - T Stage and Size",1
"High-Risk Features - Regional Lymphadenopathy","High-Risk Features - Regional Lymphadenopathy",1
"Hepatic Enzymes","Hepatic Enzymes",1
"Coagulation - Non-Anticoagulated","Coagulation - Non-Anticoagulated",1
"Coagulation - Anticoagulated","Coagulation - Anticoagulated",1
"Hepatitis B Surface Antigen","Hepatitis B Surface Antigen",1
"Hepatitis C Serology","Hepatitis C Serology",1
"Malignant Effusions","Malignant Effusions",1
"Autoimmune Disease - General","Autoimmune Disease - General",1
"Autoimmune - Hypothyroidism Exception","Autoimmune - Hypothyroidism Exception",1
"Autoimmune - Type 1 Diabetes Exception","Autoimmune - Type 1 Diabetes Exception",1
"Autoimmune - Dermatologic Exception","Autoimmune - Dermatologic Exception",1
"Pneumonitis History","Pneumonitis History",1
"Therapeutic Antibiotics","Therapeutic Antibiotics",1
"Anti-HBV Therapy","Anti-HBV Therapy",1
"Synchronous or Prior Colorectal Cancer","Synchronous or Prior Colorectal Cancer",1
"Prior Checkpoint Blockade","Prior Checkpoint Blockade",1
"Systemic Immunosuppression","Systemic Immunosuppression",1
"Severe Allergic Reaction","Severe Allergic Reaction",1
"Hypersensitivity - CHO Products","Hypersensitivity - CHO Products",1
"Hypersensitivity - Chemotherapy","Hypersensitivity - Chemotherapy",1
"Pregnancy and Breastfeeding","Pregnancy and Breastfeeding",1
"Baseline IgE Level","Baseline IgE Level",1
"Investigational Drug Use","Investigational Drug Use",1
"Allergies and Diseases","Allergies and Diseases",1
"ECG Abnormalities","ECG Abnormalities",1
"Unacceptable Risk","Unacceptable Risk",1
"Uncontrolled Disease States","Uncontrolled Disease States",1
"Mycobacterial Infection","Mycobacterial Infection",1
"Latent TB","Latent TB",1
"TB Testing","TB Testing",1
"Incomplete TB Treatment","Incomplete TB Treatment",1
"Chest X-ray Abnormalities","Chest X-ray Abnormalities",1
"Investigational Medication","Investigational Medication",1
"Central Demyelinating Disorder","Central Demyelinating Disorder",1
"Prior Alkylating Agent","Prior Alkylating Agent",1
"Etoposide","Etoposide",1
"IVIG","IVIG",1
"TNF Blocker","TNF Blocker",1
"Laboratory - Renal","Laboratory - Renal",1
"Laboratory - Bilirubin","Laboratory - Bilirubin",1
"Laboratory - Platelets","Laboratory - Platelets",1
"Laboratory - Hemoglobin","Laboratory - Hemoglobin",1
"Laboratory - WBC","Laboratory - WBC",1
"Laboratory - Neutrophils","Laboratory - Neutrophils",1
"Prior Carboplatin","Prior Carboplatin",1
"Leptomeningeal Carcinomatosis","Leptomeningeal Carcinomatosis",1
"CNS Hemorrhage - Baseline","CNS Hemorrhage - Baseline",1
"CNS Hemorrhage - History","CNS Hemorrhage - History",1
"Wound Complications","Wound Complications",1
"Prior Thoracic Surgery","Prior Thoracic Surgery",1
"Folate Supplementation","Folate Supplementation",1
"ALK Fusion","ALK Fusion",1
